SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
White rhino,Ceratotherium simum simum,Blood,Female,3.33,X203531420079_R06C02,GSM6986842
Rat,Rattus norvegicus,Blood,Female,0.03835827,X203531420080_R01C01,GSM6987866
Rat,Rattus norvegicus,Blood,Male,0.03835827,X203531420080_R01C02,GSM6987872
Rat,Rattus norvegicus,Blood,Female,0.75,X203531420080_R02C01,GSM6987867
Rat,Rattus norvegicus,Blood,Female,0.5,X203531420080_R02C02,GSM6987873
Rat,Rattus norvegicus,Blood,Male,0.1666667,X203531420080_R03C01,GSM6987868
Rat,Rattus norvegicus,Blood,Male,0.25,X203531420080_R03C02,GSM6987874
Rat,Rattus norvegicus,Blood,Female,0.08333333,X203531420080_R04C01,GSM6987869
Rat,Rattus norvegicus,Blood,Female,0.03835827,X203531420080_R04C02,GSM6987875
Rat,Rattus norvegicus,Blood,Male,0.75,X203531420080_R05C01,GSM6987870
Rat,Rattus norvegicus,Blood,Male,1.666667,X203531420080_R05C02,GSM6987876
Rat,Rattus norvegicus,Blood,Female,0.25,X203531420080_R06C01,GSM6987871
Rat,Rattus norvegicus,Blood,Female,0.25,X203531420080_R06C02,GSM6987877
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,0.361643836,X203531420081_R01C01,GSM6987695
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.273972603,X203531420081_R01C02,GSM6987701
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,0.361643836,X203531420081_R02C01,GSM6987696
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.273972603,X203531420081_R02C02,GSM6987702
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,0.361643836,X203531420081_R03C01,GSM6987697
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.106849315,X203531420081_R03C02,GSM6987703
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,0.361643836,X203531420081_R04C01,GSM6987698
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.106849315,X203531420081_R04C02,GSM6987704
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.106849315,X203531420081_R05C01,GSM6987699
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.273972603,X203531420081_R05C02,GSM6987705
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.106849315,X203531420081_R06C01,GSM6987700
Mouse,Mus musculus,HematopoieticStem.Progenitor.LSK,Female,2.106849315,X203531420081_R06C02,GSM6987706
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,3.03,X203531420082_R01C01,GSM6987838
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,5.86,X203531420082_R01C02,GSM6987844
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,1.87,X203531420082_R02C01,GSM6987839
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,2.15,X203531420082_R02C02,GSM6987845
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,8.84,X203531420082_R03C01,GSM6987840
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,11.95,X203531420082_R03C02,GSM6987846
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,1.94,X203531420082_R04C01,GSM6987841
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,9.02,X203531420082_R04C02,GSM6987847
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,2.89,X203531420082_R05C01,GSM6987842
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,10.03,X203531420082_R05C02,GSM6987848
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,7.93,X203531420082_R06C01,GSM6987843
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,3.91,X203531420082_R06C02,GSM6987849
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R01C01,GSM6981956
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R01C02,GSM6981962
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R02C01,GSM6981957
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R02C02,GSM6981963
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R03C01,GSM6981958
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R03C02,GSM6981964
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R04C01,GSM6981959
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R04C02,GSM6981965
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R05C01,GSM6981960
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R05C02,GSM6981966
Olive baboon,Papio hamadryas,Cortex,Male,-0.051912568,X203531420083_R06C01,GSM6981961
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420083_R06C02,GSM6981967
Rat,Rattus norvegicus,Blood,Male,0.08333333,X203531420084_R01C01,GSM6987890
Rat,Rattus norvegicus,Blood,Male,0.08333333,X203531420084_R01C02,GSM6987896
Rat,Rattus norvegicus,Blood,Female,1.666667,X203531420084_R02C01,GSM6987891
Rat,Rattus norvegicus,Blood,Female,1.833333,X203531420084_R02C02,GSM6987897
Rat,Rattus norvegicus,Blood,Male,0.4166667,X203531420084_R03C01,GSM6987892
Rat,Rattus norvegicus,Blood,Female,0.25,X203531420084_R03C02,GSM6987898
Rat,Rattus norvegicus,Blood,Male,0.08333333,X203531420084_R04C01,GSM6987893
Rat,Rattus norvegicus,Blood,Male,0.08333333,X203531420084_R04C02,GSM6987899
Rat,Rattus norvegicus,Blood,Male,0.5,X203531420084_R05C01,GSM6987894
Rat,Rattus norvegicus,Blood,Male,1.666667,X203531420084_R05C02,GSM6987900
Rat,Rattus norvegicus,Blood,Female,0.1666667,X203531420084_R06C01,GSM6987895
Rat,Rattus norvegicus,Blood,Female,0.4166667,X203531420084_R06C02,GSM6987901
Mouse,Mus musculus,Liver,Female,0.576502732,X203531420085_R01C01,GSM6981609
Mouse,Mus musculus,Liver,Female,1.576502733,X203531420085_R01C02,GSM6981614
Mouse,Mus musculus,Liver,Female,1.557377049,X203531420085_R02C01,GSM6981610
Mouse,Mus musculus,Liver,Female,0.595628415,X203531420085_R02C02,GSM6981615
Mouse,Mus musculus,Liver,Female,0.576502732,X203531420085_R03C01,GSM6981611
Mouse,Mus musculus,Liver,Female,1.961748634,X203531420085_R03C02,GSM6981616
Mouse,Mus musculus,Liver,Female,1.56010929,X203531420085_R04C02,GSM6981617
Mouse,Mus musculus,Liver,Female,1.587431694,X203531420085_R05C01,GSM6981612
Mouse,Mus musculus,Liver,Female,0.961748634,X203531420085_R05C02,GSM6981618
Mouse,Mus musculus,Liver,Female,1.56284153,X203531420085_R06C01,GSM6981613
Mouse,Mus musculus,Liver,Female,0.980874317,X203531420085_R06C02,GSM6981619
Mouse,Mus musculus,Liver,Female,1.346994536,X203531420086_R01C01,GSM6981565
Mouse,Mus musculus,Liver,Female,0.617486339,X203531420086_R02C01,GSM6981566
Mouse,Mus musculus,Liver,Male,0.581967213,X203531420086_R02C02,GSM6981571
Mouse,Mus musculus,Liver,Female,0.691256831,X203531420086_R03C01,GSM6981567
Mouse,Mus musculus,Liver,Male,0.581967213,X203531420086_R03C02,GSM6981572
Mouse,Mus musculus,Liver,Female,0.546448087,X203531420086_R04C01,GSM6981568
Mouse,Mus musculus,Liver,Male,2.12295082,X203531420086_R04C02,GSM6981573
Mouse,Mus musculus,Liver,Female,0.50273224,X203531420086_R05C01,GSM6981569
Mouse,Mus musculus,Liver,Male,2.057377049,X203531420086_R05C02,GSM6981574
Mouse,Mus musculus,Liver,Female,0.691256831,X203531420086_R06C01,GSM6981570
Mouse,Mus musculus,Liver,Female,0.50273224,X203531420086_R06C02,GSM6981575
Mouse,Mus musculus,Liver,Female,0.713114754,X203531420087_R01C01,GSM6981576
Mouse,Mus musculus,Liver,Female,0.93989071,X203531420087_R01C02,GSM6981582
Mouse,Mus musculus,Liver,Female,1.133879782,X203531420087_R02C01,GSM6981577
Mouse,Mus musculus,Liver,Female,0.93989071,X203531420087_R02C02,GSM6981583
Mouse,Mus musculus,Liver,Female,1.18579235,X203531420087_R03C01,GSM6981578
Mouse,Mus musculus,Liver,Female,0.480874317,X203531420087_R03C02,GSM6981584
Mouse,Mus musculus,Liver,Female,0.713114754,X203531420087_R04C01,GSM6981579
Mouse,Mus musculus,Liver,Female,1.18579235,X203531420087_R04C02,GSM6981585
Mouse,Mus musculus,Liver,Female,1.133879782,X203531420087_R05C01,GSM6981580
Mouse,Mus musculus,Liver,Female,0.480874317,X203531420087_R05C02,GSM6981586
Mouse,Mus musculus,Liver,Female,1.18579235,X203531420087_R06C01,GSM6981581
Mouse,Mus musculus,Liver,Female,1.759562842,X203531420087_R06C02,GSM6981587
Olive baboon,Papio hamadryas,Heart,Female,13.8,X203531420088_R01C01,GSM6981868
Olive baboon,Papio hamadryas,Heart,Male,18.64,X203531420088_R01C02,GSM6981874
Olive baboon,Papio hamadryas,Heart,Female,13.61,X203531420088_R02C01,GSM6981869
Olive baboon,Papio hamadryas,Heart,Male,16.68,X203531420088_R02C02,GSM6981875
Olive baboon,Papio hamadryas,Heart,Female,15.68,X203531420088_R03C01,GSM6981870
Olive baboon,Papio hamadryas,Heart,Male,18.0,X203531420088_R03C02,GSM6981876
Olive baboon,Papio hamadryas,Heart,Female,18.42,X203531420088_R04C01,GSM6981871
Olive baboon,Papio hamadryas,Heart,Male,16.82,X203531420088_R04C02,GSM6981877
Olive baboon,Papio hamadryas,Heart,Female,20.83,X203531420088_R05C01,GSM6981872
Olive baboon,Papio hamadryas,Heart,Male,18.36,X203531420088_R05C02,GSM6981878
Olive baboon,Papio hamadryas,Heart,Male,22.68,X203531420088_R06C01,GSM6981873
Olive baboon,Papio hamadryas,Heart,Female,11.95,X203531420088_R06C02,GSM6981879
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R01C01,GSM6985273
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R01C02,GSM6985279
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R02C01,GSM6985274
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R02C02,GSM6985280
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R03C01,GSM6985275
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R03C02,GSM6985281
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R04C01,GSM6985276
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R04C02,GSM6985282
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R05C01,GSM6985277
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R05C02,GSM6985283
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R06C01,GSM6985278
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420089_R06C02,GSM6985284
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R01C01,GSM6985237
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R01C02,GSM6985243
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R02C01,GSM6985238
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R02C02,GSM6985244
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R03C01,GSM6985239
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R03C02,GSM6985245
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R04C01,GSM6985240
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R04C02,GSM6985246
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R05C01,GSM6985241
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R05C02,GSM6985247
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R06C01,GSM6985242
Sheep,Ovis aries,Ear,Male,0.539356605,X203531420090_R06C02,GSM6985248
Olive baboon,Papio hamadryas,Adipose,Male,8.8,X203531420091_R01C01,GSM6981945
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R01C02,GSM6981950
Olive baboon,Papio hamadryas,Adipose,Female,7.49,X203531420091_R02C01,GSM6981946
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R02C02,GSM6981951
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R03C02,GSM6981952
Olive baboon,Papio hamadryas,Adipose,Female,12.17,X203531420091_R04C01,GSM6981947
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R04C02,GSM6981953
Olive baboon,Papio hamadryas,Adipose,Female,8.65,X203531420091_R05C01,GSM6981948
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R05C02,GSM6981954
Olive baboon,Papio hamadryas,Muscle,Female,17.99,X203531420091_R06C01,GSM6981949
Olive baboon,Papio hamadryas,Cortex,Female,-0.051912568,X203531420091_R06C02,GSM6981955
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,1.9,X203531420092_R01C01,GSM6987731
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,0.98,X203531420092_R01C02,GSM6987737
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,7.96,X203531420092_R02C01,GSM6987732
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,10.9,X203531420092_R02C02,GSM6987738
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,5.98,X203531420092_R03C01,GSM6987733
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,8.06,X203531420092_R03C02,GSM6987739
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,11.95,X203531420092_R04C01,GSM6987734
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,8.96,X203531420092_R04C02,GSM6987740
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,9.95,X203531420092_R05C01,GSM6987735
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,,X203531420092_R05C02,GSM6987741
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,2.88,X203531420092_R06C01,GSM6987736
Yellow-bellied marmot,Marmota flaviventris,Blood,Female,2.94,X203531420092_R06C02,GSM6987742
Mouse,Mus musculus,Cortex,Male,0.03835616,X203672360004_R01C01,GSM6988022
Mouse,Mus musculus,Hypothalamus,Male,0.057581574,X203672360004_R01C02,GSM6988028
Mouse,Mus musculus,Cortex,Male,0.583333333,X203672360004_R02C01,GSM6988023
Mouse,Mus musculus,Hypothalamus,Male,0.057581574,X203672360004_R02C02,GSM6988029
Mouse,Mus musculus,SVZ,Male,0.057581574,X203672360004_R03C01,GSM6988024
Mouse,Mus musculus,Hypothalamus,Male,1.0,X203672360004_R03C02,GSM6988030
Mouse,Mus musculus,SVZ,Male,0.057581574,X203672360004_R04C01,GSM6988025
Mouse,Mus musculus,Hypothalamus,Male,2.5,X203672360004_R04C02,GSM6988031
Mouse,Mus musculus,SVZ,Male,1.0,X203672360004_R05C01,GSM6988026
Mouse,Mus musculus,Pituitary,Male,0.057581574,X203672360004_R05C02,GSM6988032
Mouse,Mus musculus,SVZ,Male,2.5,X203672360004_R06C01,GSM6988027
Mouse,Mus musculus,Pituitary,Male,2.5,X203672360004_R06C02,GSM6988033
Human,Homo sapiens,Skin,Male,73.0,X203672360006_R01C01,GSM6988401
Human,Homo sapiens,Skin,Male,53.0,X203672360006_R01C02,GSM6988407
Human,Homo sapiens,Skin,Male,69.0,X203672360006_R02C01,GSM6988402
Human,Homo sapiens,Skin,Female,8.0,X203672360006_R02C02,GSM6988408
Human,Homo sapiens,Skin,Male,0.0,X203672360006_R03C01,GSM6988403
Human,Homo sapiens,Skin,Male,63.0,X203672360006_R03C02,GSM6988409
Human,Homo sapiens,Skin,Female,75.0,X203672360006_R04C01,GSM6988404
Human,Homo sapiens,Skin,Male,71.0,X203672360006_R04C02,GSM6988410
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360006_R05C01,GSM6988405
Human,Homo sapiens,Skin,Male,71.0,X203672360006_R05C02,GSM6988411
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360006_R06C01,GSM6988406
Human,Homo sapiens,Skin,Male,8.0,X203672360006_R06C02,GSM6988412
Human,Homo sapiens,Fibroblast,Male,0.0,X203672360010_R01C01,GSM6988425
Human,Homo sapiens,Skin,Female,77.0,X203672360010_R01C02,GSM6988431
Human,Homo sapiens,Skin,Male,0.0,X203672360010_R02C01,GSM6988426
Human,Homo sapiens,Skin,Female,81.0,X203672360010_R02C02,GSM6988432
Human,Homo sapiens,Skin,Male,0.0,X203672360010_R03C01,GSM6988427
Human,Homo sapiens,Skin,Male,87.0,X203672360010_R03C02,GSM6988433
Human,Homo sapiens,Skin,Male,0.0,X203672360010_R04C01,GSM6988428
Human,Homo sapiens,Skin,Female,46.0,X203672360010_R04C02,GSM6988434
Human,Homo sapiens,Skin,Male,70.0,X203672360010_R05C01,GSM6988429
Human,Homo sapiens,Skin,Male,0.0,X203672360010_R05C02,GSM6988435
Human,Homo sapiens,Skin,Male,91.0,X203672360010_R06C01,GSM6988430
Human,Homo sapiens,Skin,Male,0.0,X203672360010_R06C02,GSM6988436
Rhesus macaque,Macaca mulatta,Blood,Male,2.04,X203672360011_R01C01,GSM6988106
Rhesus macaque,Macaca mulatta,Blood,Male,8.94,X203672360011_R01C02,GSM6988112
Rhesus macaque,Macaca mulatta,Blood,Male,17.72,X203672360011_R02C01,GSM6988107
Rhesus macaque,Macaca mulatta,Blood,Male,6.81,X203672360011_R02C02,GSM6988113
Rhesus macaque,Macaca mulatta,Blood,Male,16.72,X203672360011_R03C01,GSM6988108
Rhesus macaque,Macaca mulatta,Blood,Male,14.98,X203672360011_R03C02,GSM6988114
Rhesus macaque,Macaca mulatta,Blood,Female,6.6,X203672360011_R04C01,GSM6988109
Rhesus macaque,Macaca mulatta,Blood,Female,33.31,X203672360011_R04C02,GSM6988115
Rhesus macaque,Macaca mulatta,Blood,Female,6.65,X203672360011_R05C01,GSM6988110
Rhesus macaque,Macaca mulatta,Blood,Female,28.36,X203672360011_R05C02,GSM6988116
Rhesus macaque,Macaca mulatta,Blood,Male,8.32,X203672360011_R06C01,GSM6988111
Rhesus macaque,Macaca mulatta,Blood,Female,33.69,X203672360011_R06C02,GSM6988117
Rhesus macaque,Macaca mulatta,Blood,Male,17.73,X203672360026_R01C01,GSM6988118
Rhesus macaque,Macaca mulatta,Blood,Male,2.04,X203672360026_R01C02,GSM6988124
Rhesus macaque,Macaca mulatta,Blood,Female,14.75,X203672360026_R02C01,GSM6988119
Rhesus macaque,Macaca mulatta,Blood,Male,1.79,X203672360026_R02C02,GSM6988125
Rhesus macaque,Macaca mulatta,Blood,Male,15.76,X203672360026_R03C01,GSM6988120
Rhesus macaque,Macaca mulatta,Blood,Male,2.04,X203672360026_R03C02,GSM6988126
Rhesus macaque,Macaca mulatta,Blood,Female,14.77,X203672360026_R04C01,GSM6988121
Rhesus macaque,Macaca mulatta,Blood,Female,21.92,X203672360026_R04C02,GSM6988127
Rhesus macaque,Macaca mulatta,Blood,Male,17.79,X203672360026_R05C01,GSM6988122
Rhesus macaque,Macaca mulatta,Blood,Female,21.6,X203672360026_R05C02,GSM6988128
Rhesus macaque,Macaca mulatta,Blood,Male,2.04,X203672360026_R06C01,GSM6988123
Rhesus macaque,Macaca mulatta,Blood,Female,6.89,X203672360026_R06C02,GSM6988129
Human,Homo sapiens,Skin,Male,62.0,X203672360034_R01C01,GSM6988389
Human,Homo sapiens,Skin,Male,0.0,X203672360034_R01C02,GSM6988395
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360034_R02C01,GSM6988390
Human,Homo sapiens,Skin,Male,0.0,X203672360034_R02C02,GSM6988396
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360034_R03C01,GSM6988391
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360034_R03C02,GSM6988397
Human,Homo sapiens,Skin,Male,79.0,X203672360034_R04C01,GSM6988392
Human,Homo sapiens,Keratinocyte,Male,0.0,X203672360034_R04C02,GSM6988398
Human,Homo sapiens,Skin,Male,84.0,X203672360034_R05C01,GSM6988393
Human,Homo sapiens,Skin,Male,73.0,X203672360034_R05C02,GSM6988399
Human,Homo sapiens,Skin,Female,82.0,X203672360034_R06C01,GSM6988394
Human,Homo sapiens,Skin,Male,88.0,X203672360034_R06C02,GSM6988400
Rhesus macaque,Macaca mulatta,Blood,Female,21.92,X203672360035_R01C01,GSM6988094
Rhesus macaque,Macaca mulatta,Blood,Male,32.22,X203672360035_R01C02,GSM6988100
Rhesus macaque,Macaca mulatta,Blood,Male,,X203672360035_R02C01,GSM6988095
Rhesus macaque,Macaca mulatta,Blood,Female,30.29,X203672360035_R02C02,GSM6988101
Rhesus macaque,Macaca mulatta,Blood,Female,28.35,X203672360035_R03C01,GSM6988096
Rhesus macaque,Macaca mulatta,Blood,Male,7.59,X203672360035_R03C02,GSM6988102
Rhesus macaque,Macaca mulatta,Blood,Female,27.39,X203672360035_R04C01,GSM6988097
Rhesus macaque,Macaca mulatta,Blood,Female,28.73,X203672360035_R04C02,GSM6988103
Rhesus macaque,Macaca mulatta,Blood,Male,20.24,X203672360035_R05C01,GSM6988098
Rhesus macaque,Macaca mulatta,Blood,Male,2.04,X203672360035_R05C02,GSM6988104
Rhesus macaque,Macaca mulatta,Blood,Female,7.32,X203672360035_R06C01,GSM6988099
Rhesus macaque,Macaca mulatta,Blood,Male,2.8,X203672360035_R06C02,GSM6988105
Mouse,Mus musculus,Astrocyte,,,X203672360036_R01C01,GSM6992523
Mouse,Mus musculus,Astrocyte,,,X203672360036_R01C02,GSM6992529
Mouse,Mus musculus,Astrocyte,,,X203672360036_R02C01,GSM6992524
Mouse,Mus musculus,Astrocyte,,,X203672360036_R02C02,GSM6992530
Mouse,Mus musculus,Astrocyte,,,X203672360036_R03C01,GSM6992525
Mouse,Mus musculus,Cortex,Female,-0.01506849,X203672360036_R03C02,GSM6988018
Mouse,Mus musculus,Astrocyte,,,X203672360036_R04C01,GSM6992526
Mouse,Mus musculus,Cortex,Male,0.03835616,X203672360036_R04C02,GSM6988019
Mouse,Mus musculus,Astrocyte,,,X203672360036_R05C01,GSM6992527
Mouse,Mus musculus,Cortex,Male,0.583333333,X203672360036_R05C02,GSM6988020
Mouse,Mus musculus,Astrocyte,,,X203672360036_R06C01,GSM6992528
Mouse,Mus musculus,Cortex,Female,-0.01506849,X203672360036_R06C02,GSM6988021
Rhesus macaque,Macaca mulatta,Blood,Male,25.8,X203672360037_R01C01,GSM6988154
Rhesus macaque,Macaca mulatta,Blood,Male,10.57,X203672360037_R01C02,GSM6988160
Rhesus macaque,Macaca mulatta,Blood,Male,17.31,X203672360037_R02C01,GSM6988155
Rhesus macaque,Macaca mulatta,Blood,Female,20.47,X203672360037_R02C02,GSM6988161
Rhesus macaque,Macaca mulatta,Blood,Male,23.62,X203672360037_R03C01,GSM6988156
Rhesus macaque,Macaca mulatta,Blood,Male,10.75,X203672360037_R03C02,GSM6988162
Rhesus macaque,Macaca mulatta,Blood,Male,18.43,X203672360037_R04C01,GSM6988157
Rhesus macaque,Macaca mulatta,Blood,Male,7.74,X203672360037_R04C02,GSM6988163
Rhesus macaque,Macaca mulatta,Blood,Male,23.62,X203672360037_R05C01,GSM6988158
Rhesus macaque,Macaca mulatta,Blood,Male,20.36,X203672360037_R05C02,GSM6988164
Rhesus macaque,Macaca mulatta,Blood,Female,20.47,X203672360037_R06C01,GSM6988159
Rhesus macaque,Macaca mulatta,Blood,Male,25.49,X203672360037_R06C02,GSM6988165
Rhesus macaque,Macaca mulatta,Blood,Female,23.47,X203672360038_R01C01,GSM6988070
