SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
Mouse,Mus musculus,Striatum,Female,0.166666667,X205483080022_R03C01,GSM6980401
Mouse,Mus musculus,Cerebellum,Female,0.5,X205483080022_R03C02,GSM6980407
Mouse,Mus musculus,Striatum,Female,0.166666667,X205483080022_R04C01,GSM6980402
Mouse,Mus musculus,Cerebellum,Male,0.5,X205483080022_R04C02,GSM6980408
Mouse,Mus musculus,Cerebellum,Male,0.166666667,X205483080022_R05C01,GSM6980403
Mouse,Mus musculus,Cerebellum,Male,0.5,X205483080022_R05C02,GSM6980409
Mouse,Mus musculus,Cerebellum,Male,0.166666667,X205483080022_R06C01,GSM6980404
Mouse,Mus musculus,Cerebellum,Female,0.166666667,X205483080022_R06C02,GSM6980410
Cattle,Bos taurus,Skin,Male,5.887671233,X205483080023_R01C01,GSM6992642
Cattle,Bos taurus,Skin,Male,5.095890411,X205483080023_R01C02,GSM6992648
Cattle,Bos taurus,Skin,Male,6.134246575,X205483080023_R02C01,GSM6992643
Cattle,Bos taurus,Skin,Male,5.090410959,X205483080023_R02C02,GSM6992649
Cattle,Bos taurus,Skin,Male,5.797260274,X205483080023_R03C01,GSM6992644
Cattle,Bos taurus,Skin,Male,5.473972603,X205483080023_R03C02,GSM6992650
Cattle,Bos taurus,Skin,Male,5.783561644,X205483080023_R04C01,GSM6992645
Cattle,Bos taurus,Skin,Male,3.564383562,X205483080023_R04C02,GSM6992651
Cattle,Bos taurus,Skin,Male,5.356164384,X205483080023_R05C01,GSM6992646
Cattle,Bos taurus,Skin,Male,3.569863014,X205483080023_R05C02,GSM6992652
Cattle,Bos taurus,Skin,Male,5.01369863,X205483080023_R06C01,GSM6992647
Cattle,Bos taurus,Skin,Male,3.810958904,X205483080023_R06C02,GSM6992653
Cinereus shrew,Sorex cinereus,Liver,Male,1.25,X205483080024_R01C01,GSM6992555
Cinereus shrew,Sorex cinereus,Tail,Male,0.166666667,X205483080024_R01C02,GSM6992561
Cinereus shrew,Sorex cinereus,Liver,Female,1.083333333,X205483080024_R02C01,GSM6992556
Cinereus shrew,Sorex cinereus,Tail,Male,1.083333333,X205483080024_R02C02,GSM6992562
Cinereus shrew,Sorex cinereus,Liver,Female,0.375,X205483080024_R03C01,GSM6992557
Cinereus shrew,Sorex cinereus,Tail,Male,0.25,X205483080024_R03C02,GSM6992563
Cinereus shrew,Sorex cinereus,Liver,Male,1.083333333,X205483080024_R04C01,GSM6992558
Cinereus shrew,Sorex cinereus,Tail,Male,0.333333333,X205483080024_R04C02,GSM6992564
Cinereus shrew,Sorex cinereus,Liver,Male,1.25,X205483080024_R05C01,GSM6992559
Cinereus shrew,Sorex cinereus,Tail,Female,0.375,X205483080024_R05C02,GSM6992565
Cinereus shrew,Sorex cinereus,Tail,Male,0.375,X205483080024_R06C01,GSM6992560
Cinereus shrew,Sorex cinereus,Tail,Female,0.375,X205483080024_R06C02,GSM6992566
Mountain goat,Oreamnos americanus,Maybe.Larynx,Male,4.0,X205483080028_R01C01,GSM6992590
Mountain goat,Oreamnos americanus,Muscle,Female,2.0,X205483080028_R01C02,GSM6992594
Mountain goat,Oreamnos americanus,Maybe.Larynx,Male,6.0,X205483080028_R02C01,GSM6992591
Mountain goat,Oreamnos americanus,Skin,Female,,X205483080028_R02C02,GSM6992595
Mountain goat,Oreamnos americanus,Skin,Male,3.0,X205483080028_R03C02,GSM6992596
Mountain goat,Oreamnos americanus,Muscle,Male,9.0,X205483080028_R04C01,GSM6992592
Mountain goat,Oreamnos americanus,Skin,Female,5.0,X205483080028_R04C02,GSM6992597
Mountain goat,Oreamnos americanus,Skin,Male,8.0,X205483080028_R05C02,GSM6992598
Mountain goat,Oreamnos americanus,Maybe.Larynx,Female,10.0,X205483080028_R06C01,GSM6992593
Mountain goat,Oreamnos americanus,Skin,Male,8.0,X205483080028_R06C02,GSM6992599
Mountain goat,Oreamnos americanus,Skin,Female,4.0,X205483080029_R01C01,GSM6992600
Mouse,Mus musculus,Hippocampus,Male,0.327963176,X205483080029_R01C02,GSM6992505
Mountain goat,Oreamnos americanus,Skin,Male,11.0,X205483080029_R02C01,GSM6992601
Mouse,Mus musculus,Hippocampus,Male,0.327963176,X205483080029_R02C02,GSM6992506
Mountain goat,Oreamnos americanus,Skin,Female,3.0,X205483080029_R03C01,GSM6992602
Mouse,Mus musculus,Hippocampus,Male,0.329881089,X205483080029_R03C02,GSM6992507
Mountain goat,Oreamnos americanus,Skin,Female,4.0,X205483080029_R04C01,GSM6992603
Mouse,Mus musculus,Hippocampus,Male,0.329881089,X205483080029_R04C02,GSM6992508
Mountain goat,Oreamnos americanus,Skin,Female,7.0,X205483080029_R05C01,GSM6992604
Mouse,Mus musculus,Hippocampus,Male,0.262754124,X205483080029_R05C02,GSM6992509
Mountain goat,Oreamnos americanus,Skin,Male,2.0,X205483080029_R06C01,GSM6992605
Mouse,Mus musculus,Hippocampus,Male,0.262754124,X205483080029_R06C02,GSM6992510
Mouse,Mus musculus,Hippocampus,Female,0.333716916,X205483080030_R01C01,GSM6992511
Mouse,Mus musculus,Hippocampus,Male,1.189106252,X205483080030_R01C02,GSM6992517
Mouse,Mus musculus,Hippocampus,Female,0.333716916,X205483080030_R02C01,GSM6992512
Mouse,Mus musculus,Hippocampus,Male,1.189106252,X205483080030_R02C02,GSM6992518
Mouse,Mus musculus,Hippocampus,Male,1.279248178,X205483080030_R03C01,GSM6992513
Mouse,Mus musculus,Hippocampus,Female,1.35596471,X205483080030_R03C02,GSM6992519
Mouse,Mus musculus,Hippocampus,Male,1.279248178,X205483080030_R04C01,GSM6992514
Mouse,Mus musculus,Hippocampus,Male,1.352128884,X205483080030_R04C02,GSM6992520
Mouse,Mus musculus,Hippocampus,Male,1.189106252,X205483080030_R05C01,GSM6992515
Mouse,Mus musculus,Hippocampus,Male,1.35596471,X205483080030_R05C02,GSM6992521
Mouse,Mus musculus,Hippocampus,Male,1.189106252,X205483080030_R06C01,GSM6992516
Mouse,Mus musculus,Hippocampus,Female,1.35596471,X205483080030_R06C02,GSM6992522
Mouse,Mus musculus,Liver,Female,1.75,X205483080031_R01C01,GSM6991925
Mouse,Mus musculus,Liver,Female,1.75,X205483080031_R01C02,GSM6991928
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080031_R03C01,GSM6991926
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080031_R04C02,GSM6991929
Mouse,Mus musculus,Liver,Female,1.75,X205483080031_R05C01,GSM6991927
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080031_R05C02,GSM6991930
Mountain goat,Oreamnos americanus,Skin,Male,5.0,X205483080032_R01C01,GSM6992578
Mountain goat,Oreamnos americanus,Skin,Male,5.0,X205483080032_R01C02,GSM6992584
Mountain goat,Oreamnos americanus,Skin,Female,9.0,X205483080032_R02C01,GSM6992579
Mountain goat,Oreamnos americanus,Muscle,Female,,X205483080032_R02C02,GSM6992585
Mountain goat,Oreamnos americanus,Skin,Female,11.0,X205483080032_R03C01,GSM6992580
Mountain goat,Oreamnos americanus,Skin,Male,2.0,X205483080032_R03C02,GSM6992586
Mountain goat,Oreamnos americanus,Skin,Male,1.0,X205483080032_R04C01,GSM6992581
Mountain goat,Oreamnos americanus,Muscle,Female,1.0,X205483080032_R04C02,GSM6992587
Mountain goat,Oreamnos americanus,Skin,Male,,X205483080032_R05C01,GSM6992582
Mountain goat,Oreamnos americanus,Muscle,Male,10.0,X205483080032_R05C02,GSM6992588
Mountain goat,Oreamnos americanus,Skin,Female,6.0,X205483080032_R06C01,GSM6992583
Mountain goat,Oreamnos americanus,Skin,Female,6.0,X205483080032_R06C02,GSM6992589
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080033_R02C01,GSM6991931
Mouse,Mus musculus,Liver,Female,1.75,X205483080033_R03C01,GSM6991932
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080033_R04C01,GSM6991933
Mouse,Mus musculus,Liver,Female,1.75,X205483080033_R04C02,GSM6991935
Mouse,Mus musculus,Liver,Female,1.75,X205483080033_R06C01,GSM6991934
Mouse,Mus musculus,Liver,Female,1.75,X205483080033_R06C02,GSM6991936
Cattle,Bos taurus,Skin,Male,3.956164384,X205483080034_R01C01,GSM6992654
Cattle,Bos taurus,Skin,Male,3.016438356,X205483080034_R01C02,GSM6992660
Cattle,Bos taurus,Skin,Male,3.830136986,X205483080034_R02C01,GSM6992655
Cattle,Bos taurus,Skin,Male,2.583561644,X205483080034_R02C02,GSM6992661
Cattle,Bos taurus,Skin,Male,2.312328767,X205483080034_R03C01,GSM6992656
Cattle,Bos taurus,Skin,Male,2.936986301,X205483080034_R03C02,GSM6992662
Cattle,Bos taurus,Skin,Male,2.02739726,X205483080034_R04C01,GSM6992657
Cattle,Bos taurus,Skin,Male,2.849315068,X205483080034_R04C02,GSM6992663
Cattle,Bos taurus,Skin,Male,2.545205479,X205483080034_R05C01,GSM6992658
Cattle,Bos taurus,Skin,Male,1.736986301,X205483080034_R05C02,GSM6992664
Cattle,Bos taurus,Skin,Male,2.676712329,X205483080034_R06C01,GSM6992659
Cattle,Bos taurus,Skin,Male,2.989041096,X205483080034_R06C02,GSM6992665
Cattle,Bos taurus,Skin,Male,4.408219178,X205483080035_R01C01,GSM6992690
Cattle,Bos taurus,Skin,Male,4.764383562,X205483080035_R01C02,GSM6992696
Cattle,Bos taurus,Skin,Male,2.180821918,X205483080035_R02C01,GSM6992691
Cattle,Bos taurus,Skin,Male,1.975342466,X205483080035_R02C02,GSM6992697
Cattle,Bos taurus,Skin,Male,5.57260274,X205483080035_R03C01,GSM6992692
Cattle,Bos taurus,Skin,Male,2.254794521,X205483080035_R03C02,GSM6992698
Cattle,Bos taurus,Skin,Male,2.298630137,X205483080035_R04C01,GSM6992693
Cattle,Bos taurus,Skin,Male,2.065753425,X205483080035_R04C02,GSM6992699
Cattle,Bos taurus,Skin,Male,3.364383562,X205483080035_R05C01,GSM6992694
Cattle,Bos taurus,Skin,Male,2.389041096,X205483080035_R05C02,GSM6992700
Cattle,Bos taurus,Skin,Male,3.068493151,X205483080035_R06C01,GSM6992695
Cattle,Bos taurus,Skin,Male,3.057534247,X205483080035_R06C02,GSM6992701
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R01C01,GSM6980387
Mouse,Mus musculus,Striatum,Male,0.5,X205483080036_R01C02,GSM6980393
Mouse,Mus musculus,Striatum,Male,0.166666667,X205483080036_R02C01,GSM6980388
Mouse,Mus musculus,Striatum,Male,0.5,X205483080036_R02C02,GSM6980394
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R03C01,GSM6980389
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R03C02,GSM6980395
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R04C01,GSM6980390
Mouse,Mus musculus,Striatum,Male,0.166666667,X205483080036_R04C02,GSM6980396
Mouse,Mus musculus,Striatum,Male,0.166666667,X205483080036_R05C01,GSM6980391
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R05C02,GSM6980397
Mouse,Mus musculus,Striatum,Female,0.166666667,X205483080036_R06C01,GSM6980392
Mouse,Mus musculus,Striatum,Female,0.5,X205483080036_R06C02,GSM6980398
Mouse,Mus musculus,Cortex,Male,0.166666667,X205483080037_R01C01,GSM6980351
Mouse,Mus musculus,Cortex,Female,0.5,X205483080037_R01C02,GSM6980357
Mouse,Mus musculus,Cortex,Female,0.166666667,X205483080037_R02C01,GSM6980352
Mouse,Mus musculus,Cortex,Female,0.5,X205483080037_R02C02,GSM6980358
Mouse,Mus musculus,Cortex,Female,0.166666667,X205483080037_R03C01,GSM6980353
Mouse,Mus musculus,Cortex,Male,0.166666667,X205483080037_R03C02,GSM6980359
Mouse,Mus musculus,Cortex,Male,0.5,X205483080037_R04C01,GSM6980354
Mouse,Mus musculus,Cortex,Female,0.166666667,X205483080037_R04C02,GSM6980360
Mouse,Mus musculus,Cortex,Female,0.5,X205483080037_R05C01,GSM6980355
Mouse,Mus musculus,Cortex,Male,0.5,X205483080037_R05C02,GSM6980361
Mouse,Mus musculus,Cortex,Male,0.166666667,X205483080037_R06C01,GSM6980356
Mouse,Mus musculus,Cortex,Male,0.5,X205483080037_R06C02,GSM6980362
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080038_R01C01,GSM6983879
Big brown bat,Eptesicus fuscus,Skin,Female,,X205483080038_R01C02,GSM6983885
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080038_R02C01,GSM6983880
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,,X205483080038_R02C02,GSM6983886
Big brown bat,Eptesicus fuscus,Skin,Female,,X205483080038_R03C01,GSM6983881
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080038_R03C02,GSM6983887
Big brown bat,Eptesicus fuscus,Skin,Female,0.72,X205483080038_R04C01,GSM6983882
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080038_R04C02,GSM6983888
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080038_R05C01,GSM6983883
Big brown bat,Eptesicus fuscus,Skin,Male,,X205483080038_R05C02,GSM6983889
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080038_R06C01,GSM6983884
Big brown bat,Eptesicus fuscus,Skin,Female,1.1,X205483080038_R06C02,GSM6983890
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R01C01,GSM6983903
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R01C02,GSM6983909
Big brown bat,Eptesicus fuscus,Skin,Female,,X205483080039_R02C01,GSM6983904
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R02C02,GSM6983910
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080039_R03C01,GSM6983905
Big brown bat,Eptesicus fuscus,Skin,Male,1.72,X205483080039_R03C02,GSM6983911
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R04C01,GSM6983906
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R04C02,GSM6983912
Big brown bat,Eptesicus fuscus,Skin,Male,0.72,X205483080039_R05C01,GSM6983907
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,,X205483080039_R05C02,GSM6983913
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080039_R06C01,GSM6983908
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080039_R06C02,GSM6983914
Cinereus shrew,Sorex cinereus,Tail,Female,0.291666667,X205483080040_R01C01,GSM6992531
Cinereus shrew,Sorex cinereus,Tail,Female,0.166666667,X205483080040_R01C02,GSM6992537
Cinereus shrew,Sorex cinereus,Tail,Male,0.166666667,X205483080040_R02C01,GSM6992532
Cinereus shrew,Sorex cinereus,Tail,Male,1.0,X205483080040_R02C02,GSM6992538
Cinereus shrew,Sorex cinereus,Tail,Male,0.25,X205483080040_R03C01,GSM6992533
Cinereus shrew,Sorex cinereus,Tail,Male,1.0,X205483080040_R03C02,GSM6992539
Cinereus shrew,Sorex cinereus,Tail,Female,0.416666,X205483080040_R04C01,GSM6992534
Cinereus shrew,Sorex cinereus,Tail,Male,1.0,X205483080040_R04C02,GSM6992540
Cinereus shrew,Sorex cinereus,Tail,Male,0.916666667,X205483080040_R05C01,GSM6992535
Cinereus shrew,Sorex cinereus,Tail,Female,1.0,X205483080040_R05C02,GSM6992541
Cinereus shrew,Sorex cinereus,Tail,Female,0.166666667,X205483080040_R06C01,GSM6992536
Cinereus shrew,Sorex cinereus,Tail,Male,0.916666667,X205483080040_R06C02,GSM6992542
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080041_R01C01,GSM6983915
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080041_R01C02,GSM6983921
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080041_R02C01,GSM6983916
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080041_R02C02,GSM6983922
Big brown bat,Eptesicus fuscus,Skin,Female,2.56,X205483080041_R03C01,GSM6983917
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080041_R03C02,GSM6983923
Big brown bat,Eptesicus fuscus,Skin,Male,5.6,X205483080041_R04C01,GSM6983918
Big brown bat,Eptesicus fuscus,Skin,Male,1.1,X205483080041_R04C02,GSM6983924
Big brown bat,Eptesicus fuscus,Skin,Female,4.6,X205483080041_R05C01,GSM6983919
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080041_R05C02,GSM6983925
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Female,,X205483080041_R06C01,GSM6983920
Greater spear-nosed bat,Phyllostomus hastatus,Skin,Male,,X205483080041_R06C02,GSM6983926
Cattle,Bos taurus,Skin,Male,4.235616438,X205483080043_R01C01,GSM6992630
Cattle,Bos taurus,Skin,Male,3.553424658,X205483080043_R01C02,GSM6992636
Cattle,Bos taurus,Skin,Male,4.279452055,X205483080043_R02C01,GSM6992631
Cattle,Bos taurus,Skin,Male,6.090410959,X205483080043_R02C02,GSM6992637
Cattle,Bos taurus,Skin,Male,5.695890411,X205483080043_R03C01,GSM6992632
Cattle,Bos taurus,Skin,Male,5.531506849,X205483080043_R03C02,GSM6992638
Cattle,Bos taurus,Skin,Male,2.180821918,X205483080043_R04C01,GSM6992633
Cattle,Bos taurus,Skin,Male,2.394520548,X205483080043_R04C02,GSM6992639
Cattle,Bos taurus,Skin,Male,2.838356164,X205483080043_R05C01,GSM6992634
Cattle,Bos taurus,Skin,Male,7.898630137,X205483080043_R05C02,GSM6992640
Cattle,Bos taurus,Skin,Male,6.95890411,X205483080043_R06C01,GSM6992635
Cattle,Bos taurus,Skin,Male,6.936986301,X205483080043_R06C02,GSM6992641
Mouse,Mus musculus,Liver,Female,0.416666667,X205483080044_R01C01,GSM6991921
Mouse,Mus musculus,Liver,Female,1.75,X205483080044_R02C01,GSM6991922
Mouse,Mus musculus,Liver,Female,1.75,X205483080044_R03C01,GSM6991923
Mouse,Mus musculus,Liver,Female,1.75,X205483080044_R05C02,GSM6991924
Spiny mouse,Acomys cahirinus,Liver,,,X205600840001_R01C01,GSM6993127
Libyan jird,Meriones libycus,Liver,,,X205600840001_R01C02,GSM6993133
Black rat,Rattus rattus,Liver,,,X205600840001_R02C01,GSM6993128
Rat,Rattus norvegicus,Liver,,,X205600840001_R03C01,GSM6993129
Desert hedgehog,Paraechinus aethiopicus,Liver,,,X205600840001_R03C02,GSM6993134
Cheesman's gerbil,Gerbillus cheesmani,Liver,,,X205600840001_R04C01,GSM6993130
Baluchistan gerbil,Gerbillus nanus,Liver,,,X205600840001_R05C01,GSM6993131
Egyptian fruit bat,Rousettus aegyptiacus,Liver,,,X205600840001_R05C02,GSM6993135
King jird,Meriones rex,Liver,,,X205600840001_R06C01,GSM6993132
Lesser mouse-tailed bat,Rhinopoma hardwickii,Liver,,,X205600840001_R06C02,GSM6993136
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R03C01,GSM6992110
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R03C02,GSM6992112
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R04C01,GSM6992111
Human,Homo sapiens,Blood,Male,53.52500187,X205600840003_R01C01,GSM6992747
Human,Homo sapiens,Blood,Male,47.92076503,X205600840003_R01C02,GSM6992753
Human,Homo sapiens,Blood,Male,71.2109589,X205600840003_R02C01,GSM6992748
Human,Homo sapiens,Blood,Female,57.69145894,X205600840003_R02C02,GSM6992754
Human,Homo sapiens,Blood,Male,73.24590164,X205600840003_R03C01,GSM6992749
Human,Homo sapiens,Blood,Male,83.47671233,X205600840003_R04C01,GSM6992750
Human,Homo sapiens,Blood,Male,78.42739726,X205600840003_R04C02,GSM6992755
Human,Homo sapiens,Blood,Male,67.18630137,X205600840003_R05C01,GSM6992751
Human,Homo sapiens,Blood,Female,60.70117524,X205600840003_R05C02,GSM6992756
Human,Homo sapiens,Blood,Male,57.45205479,X205600840003_R06C01,GSM6992752
Human,Homo sapiens,Blood,Female,66.2704918,X205600840003_R06C02,GSM6992757
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R02C02,GSM6992108
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R05C01,GSM6992107
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R05C02,GSM6992109
Dog,Canis lupus familiaris,Blood,Male,9.6,X205600840005_R01C01,GSM6982743
Dog,Canis lupus familiaris,Blood,Male,7.9,X205600840005_R01C02,GSM6982748
Dog,Canis lupus familiaris,Blood,Male,0.2,X205600840005_R02C01,GSM6982744
Dog,Canis lupus familiaris,Blood,Male,2.8,X205600840005_R02C02,GSM6982749
Dog,Canis lupus familiaris,Blood,Male,3.3,X205600840005_R03C02,GSM6982750
Dog,Canis lupus familiaris,Blood,Male,14.3,X205600840005_R04C01,GSM6982745
Dog,Canis lupus familiaris,Blood,Female,11.0,X205600840005_R04C02,GSM6982751
Dog,Canis lupus familiaris,Blood,Female,1.2,X205600840005_R05C01,GSM6982746
Dog,Canis lupus familiaris,Blood,Female,6.7,X205600840005_R05C02,GSM6982752
Dog,Canis lupus familiaris,Blood,Male,12.2,X205600840005_R06C01,GSM6982747
Dog,Canis lupus familiaris,Blood,Male,7.6,X205600840005_R06C02,GSM6982753
King jird,Meriones rex,Spleen,,,X205600840007_R01C01,GSM6993148
King jird,Meriones rex,Lung,,,X205600840007_R01C02,GSM6993154
Spiny mouse,Acomys cahirinus,Spleen,,,X205600840007_R02C01,GSM6993149
Libyan jird,Meriones libycus,Ear,,,X205600840007_R02C02,GSM6993155
Black rat,Rattus rattus,Spleen,,,X205600840007_R03C01,GSM6993150
Lesser Egyptian jerboa,Jaculus jaculus,Ear,,,X205600840007_R03C02,GSM6993156
Rat,Rattus norvegicus,Lung,,,X205600840007_R04C01,GSM6993151
Desert hedgehog,Paraechinus aethiopicus,Ear,,,X205600840007_R04C02,GSM6993157
Cheesman's gerbil,Gerbillus cheesmani,Lung,,,X205600840007_R05C01,GSM6993152
Lesser Egyptian jerboa,Jaculus jaculus,Spleen,,,X205600840007_R05C02,GSM6993158
Baluchistan gerbil,Gerbillus nanus,Lung,,,X205600840007_R06C01,GSM6993153
Little free-tailed bat,Chaerephon pumilus,Spleen,,,X205600840007_R06C02,GSM6993159
Egyptian fruit bat,Rousettus aegyptiacus,Spleen,,,X205600840008_R01C01,GSM6993160
Lesser mouse-tailed bat,Rhinopoma hardwickii,Spleen,,,X205600840008_R02C01,GSM6993161
Spiny mouse,Acomys cahirinus,Lung,,,X205600840008_R02C02,GSM6993166
Trident bat,Asellia tridens,Spleen,,,X205600840008_R03C01,GSM6993162
Lesser Egyptian jerboa,Jaculus jaculus,Lung,,,X205600840008_R04C01,GSM6993163
Spiny mouse,Acomys cahirinus,Liver,,,X205600840008_R05C01,GSM6993164
Libyan jird,Meriones libycus,Liver,,,X205600840008_R06C01,GSM6993165
King jird,Meriones rex,Lung,,,X205600840008_R06C02,GSM6993167
Northern giant mouse lemur,Mirza zaza,Blood,Male,18.06,X205600840009_R01C01,GSM6993080
Pygmy slow loris,Nycticebus pygmaeus,Blood,Female,19.89,X205600840009_R01C02,GSM6993085
Slow loris,Nycticebus coucang,Blood,Female,7.42,X205600840009_R02C01,GSM6993081
Greater galago,Otolemur crassicaudatus,Blood,Female,7.08,X205600840009_R02C02,GSM6993086
Greater galago,Otolemur crassicaudatus,Blood,Female,12.2,X205600840009_R03C02,GSM6993087
Slow loris,Nycticebus coucang,Blood,Male,22.18,X205600840009_R04C01,GSM6993082
Greater galago,Otolemur crassicaudatus,Blood,Female,14.69,X205600840009_R04C02,GSM6993088
Pygmy slow loris,Nycticebus pygmaeus,Blood,Female,0.7,X205600840009_R05C01,GSM6993083
Potto(P.coquereli),Propithecus coquereli,Blood,Female,0.1,X205600840009_R05C02,GSM6993089
Pygmy slow loris,Nycticebus pygmaeus,Blood,Male,8.99,X205600840009_R06C01,GSM6993084
Potto(P.coquereli),Propithecus coquereli,Blood,Male,12.14,X205600840009_R06C02,GSM6993090
Human,Homo sapiens,Blood,Male,70.73150685,X205600840011_R01C01,GSM6992758
Human,Homo sapiens,Blood,Male,67.32876712,X205600840011_R01C02,GSM6992763
Human,Homo sapiens,Blood,Female,82.44657534,X205600840011_R02C01,GSM6992759
Human,Homo sapiens,Blood,Male,66.40821918,X205600840011_R02C02,GSM6992764
Human,Homo sapiens,Blood,Female,61.3337675,X205600840011_R03C02,GSM6992765
Human,Homo sapiens,Blood,Female,56.12328767,X205600840011_R04C01,GSM6992760
Human,Homo sapiens,Blood,Male,63.16438356,X205600840011_R04C02,GSM6992766
Human,Homo sapiens,Blood,Male,85.13387978,X205600840011_R05C01,GSM6992761
Human,Homo sapiens,Blood,Male,84.27123288,X205600840011_R05C02,GSM6992767
Human,Homo sapiens,Blood,Female,81.68938543,X205600840011_R06C01,GSM6992762
Human,Homo sapiens,Blood,Male,49.5369863,X205600840011_R06C02,GSM6992768
Human,Homo sapiens,Blood,Female,68.74246575,X205600840014_R01C01,GSM6992864
Human,Homo sapiens,Blood,Female,68.11780822,X205600840014_R01C02,GSM6992870
Human,Homo sapiens,Blood,Female,65.51409537,X205600840014_R02C01,GSM6992865
Human,Homo sapiens,Blood,Male,83.82465753,X205600840014_R02C02,GSM6992871
Human,Homo sapiens,Blood,Male,52.21369863,X205600840014_R03C01,GSM6992866
Human,Homo sapiens,Blood,Male,60.83835616,X205600840014_R03C02,GSM6992872
Human,Homo sapiens,Blood,Male,72.83287671,X205600840014_R04C01,GSM6992867
Human,Homo sapiens,Blood,Female,63.48767123,X205600840014_R04C02,GSM6992873
Human,Homo sapiens,Blood,Female,83.83287671,X205600840014_R05C01,GSM6992868
Human,Homo sapiens,Blood,Female,58.11780822,X205600840014_R05C02,GSM6992874
Human,Homo sapiens,Blood,Male,80.33424658,X205600840014_R06C01,GSM6992869
Human,Homo sapiens,Blood,Male,58.43561644,X205600840014_R06C02,GSM6992875
Trident bat,Asellia tridens,Liver,,,X205600840016_R01C01,GSM6993137
King jird,Meriones rex,Ear,,,X205600840016_R01C02,GSM6993143
Spiny mouse,Acomys cahirinus,Ear,,,X205600840016_R02C01,GSM6993138
Spiny mouse,Acomys cahirinus,Ear,,,X205600840016_R02C02,GSM6993144
Black rat,Rattus rattus,Ear,,,X205600840016_R03C01,GSM6993139
Rat,Rattus norvegicus,Ear,,,X205600840016_R04C01,GSM6993140
Rat,Rattus norvegicus,Spleen,,,X205600840016_R04C02,GSM6993145
Cheesman's gerbil,Gerbillus cheesmani,Ear,,,X205600840016_R05C01,GSM6993141
Cheesman's gerbil,Gerbillus cheesmani,Spleen,,,X205600840016_R05C02,GSM6993146
Baluchistan gerbil,Gerbillus nanus,Ear,,,X205600840016_R06C01,GSM6993142
Baluchistan gerbil,Gerbillus nanus,Spleen,,,X205600840016_R06C02,GSM6993147
Fat-tailed dwarf lemur,Cheirogaleus medius,Blood,Male,0.99,X205600840020_R01C01,GSM6993036
White-headed lemur,Eulemur albifrons,Blood,Male,19.65,X205600840020_R01C02,GSM6993041
White-headed lemur,Eulemur albifrons,Blood,Female,34.59,X205600840020_R02C02,GSM6993042
Fat-tailed dwarf lemur,Cheirogaleus medius,Blood,Male,29.62,X205600840020_R03C01,GSM6993037
Collared brown lemur,Eulemur collaris,Blood,Male,0.84,X205600840020_R03C02,GSM6993043
Aye-aye,Daubentonia madagascariensis,Blood,Female,0.7,X205600840020_R04C01,GSM6993038
